author,novel,book_id,pub_year,chapter_index,chapter_title,n_sentences,n_tokens,n_tokens_alpha,mean_sentence_len_tokens,var_sentence_len,var_sentence_len_tokens,mean_word_len,var_word_len,ttr,mtld,flesch_reading_ease,flesch_kincaid_grade,word_entropy_bits,vader_compound,vader_pos,vader_neu,vader_neg,n_unique_lemmas,pos_univ_.,pos_univ_ADJ,pos_univ_ADP,pos_univ_ADV,pos_univ_CONJ,pos_univ_DET,pos_univ_NOUN,pos_univ_NUM,pos_univ_PRON,pos_univ_PRT,pos_univ_VERB,pos_univ_X,pos_penn_'',pos_penn_CC,pos_penn_CD,pos_penn_DT,pos_penn_EX,pos_penn_FW,pos_penn_IN,pos_penn_JJ,pos_penn_JJR,pos_penn_JJS,pos_penn_MD,pos_penn_NN,pos_penn_NNP,pos_penn_NNPS,pos_penn_NNS,pos_penn_PDT,pos_penn_POS,pos_penn_PRP,pos_penn_PRP$,pos_penn_RB,pos_penn_RBR,pos_penn_RBS,pos_penn_RP,pos_penn_TO,pos_penn_UH,pos_penn_VB,pos_penn_VBD,pos_penn_VBG,pos_penn_VBN,pos_penn_VBP,pos_penn_VBZ,pos_penn_WDT,pos_penn_WP,pos_penn_WP$,pos_penn_WRB,pos_univ_prop_.,pos_univ_prop_ADJ,pos_univ_prop_ADP,pos_univ_prop_ADV,pos_univ_prop_CONJ,pos_univ_prop_DET,pos_univ_prop_NOUN,pos_univ_prop_NUM,pos_univ_prop_PRON,pos_univ_prop_PRT,pos_univ_prop_VERB,pos_univ_prop_X,pos_penn_prop_'',pos_penn_prop_CC,pos_penn_prop_CD,pos_penn_prop_DT,pos_penn_prop_EX,pos_penn_prop_FW,pos_penn_prop_IN,pos_penn_prop_JJ,pos_penn_prop_JJR,pos_penn_prop_JJS,pos_penn_prop_MD,pos_penn_prop_NN,pos_penn_prop_NNP,pos_penn_prop_NNPS,pos_penn_prop_NNS,pos_penn_prop_PDT,pos_penn_prop_POS,pos_penn_prop_PRP,pos_penn_prop_PRP$,pos_penn_prop_RB,pos_penn_prop_RBR,pos_penn_prop_RBS,pos_penn_prop_RP,pos_penn_prop_TO,pos_penn_prop_UH,pos_penn_prop_VB,pos_penn_prop_VBD,pos_penn_prop_VBG,pos_penn_prop_VBN,pos_penn_prop_VBP,pos_penn_prop_VBZ,pos_penn_prop_WDT,pos_penn_prop_WP,pos_penn_prop_WP$,pos_penn_prop_WRB,sample_sentences,pos_penn_$,pos_penn_prop_$
Dickens,PickwickPapers,PickwickPapers,1837,21,CHAPTER XXI. IN WHICH THE OLD MAN LAUNCHES FORTH INTO HIS FAVOURITE,259,8954,7258,34.57142857142857,665.3028130170987,665.3028130170987,4.269909065858363,4.844619473681933,0.2524,84.915,67.5065376,9.543955147969537,8.739275966623822,-0.9995,0.106,0.77,0.124,1700,,539,934,403,360,868,1701,41,823,189,1400,0,,360,41,790,16,0,934,511,13,15,82,1262,166,0,273,11,0,506,265,349,9,5,39,150,0,241,521,148,218,105,85,51,48,4,40,,0.074262882,0.12868558831634058,0.055524938,0.049600440892807934,0.11959217415265913,0.2343620832185175,0.005648939,0.11339211904105814,0.026040231468724168,0.19289060347203085,0,,0.049600440892807934,0.005648939,0.10884541195921742,0.002204464,0,0.12868558831634058,0.07040507,0.001791127,0.002066685,0.011297878203361807,0.17387710112978783,0.022871314,0,0.037613668,0.001515569,0,0.069716175,0.036511436,0.048084872,0.001240011,0.000688895,0.005373381,0.020666850372003307,0,0.033204739597685315,0.07178286,0.020391292367043262,0.030035822540644807,0.014466795260402315,0.011711215210801873,0.007026729,0.006613392,0.000551116,0.00551116,[],,
Dickens,PickwickPapers,PickwickPapers,1837,22,CHAPTER XXII. MR. PICKWICK JOURNEYS TO IPSWICH AND MEETS WITH A ROMANTIC,252,8010,5890,31.785714285714285,756.5017006802722,756.5017006802722,4.2551782682512735,5.4983815047229765,0.2506,83.3996,70.53577513700832,6.953355407812641,8.616814423,0.9999,0.11,0.836,0.054,1400,,385,719,416,180,677,1452,30,653,201,1175,2,,180,30,627,12,2,719,355,12,18,56,911,391,0,150,6,0,453,162,359,12,8,59,142,0,186,396,119,148,158,112,32,36,2,37,,0.065365025,0.12207130730050934,0.070628183,0.030560271646859084,0.11494057724957556,0.24651952461799662,0.005093379,0.11086587436332768,0.034125636672325974,0.199490662,0.000339559,,0.030560271646859084,0.005093379,0.1064516129032258,0.002037351,0.000339559,0.12207130730050934,0.060271647,0.002037351,0.003056027,0.00950764,0.15466893039049237,0.066383701,0,0.025466893039049237,0.001018676,0,0.076910017,0.027504244482173174,0.060950764,0.002037351,0.001358234,0.010016977928692699,0.024108658743633278,0,0.031578947368421054,0.067232598,0.020203735144312392,0.025127334465195245,0.026825127334465196,0.019015280135823428,0.005432937,0.006112054,0.000339559,0.006281834,[],,
Dickens,PickwickPapers,PickwickPapers,1837,23,CHAPTER XXIII. IN WHICH MR. SAMUEL WELLER BEGINS TO DEVOTE HIS ENERGIES,129,4281,3179,33.18604651162791,431.42275103659637,431.42275103659637,4.1324315822585715,5.229080309490136,0.3036,91.2552,73.88365187055845,6.571421416298033,8.408702938778523,0.9997,0.11,0.834,0.056,952,,241,386,215,95,327,763,16,365,110,659,2,,95,16,296,9,2,386,226,11,4,41,447,249,0,67,2,0,269,78,183,5,3,21,89,0,123,220,59,81,92,43,20,18,0,24,,0.075810003,0.12142183076439132,0.067631331,0.029883611,0.10286253538848694,0.2400125825731362,0.005033029,0.11481597986788299,0.034602076,0.20729789241899968,0.000629129,,0.029883611,0.005033029,0.093111041,0.002831079,0.000629129,0.12142183076439132,0.071091538,0.003460208,0.001258257,0.012897137464611514,0.140610255,0.078326518,0,0.021075810003145644,0.000629129,0,0.084617804,0.024536017615602392,0.057565272,0.001572822,0.000943693,0.006605851,0.027996225228059137,0,0.038691412393834536,0.069204152,0.018559295375904374,0.025479710600817867,0.028939918213274615,0.013526266121421831,0.006291287,0.005662158,0,0.007549544,[],,
Dickens,PickwickPapers,PickwickPapers,1837,24,"CHAPTER XXIV. WHEREIN MR. PETER MAGNUS GROWS JEALOUS, AND THE MIDDLE-",213,7326,5473,34.394366197183096,797.8444753025194,797.8444753025194,4.573908276996163,6.589138333995075,0.2699,73.9042,63.14131685224626,8.013808522960804,8.537958211799033,0.9998,0.113,0.818,0.069,1402,,357,645,305,215,705,1465,20,500,168,1088,5,,215,20,641,7,4,645,335,8,14,71,859,453,2,151,10,0,319,149,272,6,7,24,144,1,180,403,108,146,108,72,47,29,3,20,,0.065229308,0.11785126987027225,0.05572812,0.039283757,0.12881417869541384,0.26767769048054085,0.003654303,0.091357574,0.030696144710396493,0.19879408002923443,0.000913576,,0.039283757,0.003654303,0.11712040928192947,0.001279006,0.000730861,0.11785126987027225,0.061209574,0.001461721,0.002558012,0.012972775443084231,0.15695231134661064,0.082769962,0.00036543,0.027589987209939704,0.001827151,0,0.058286131920336194,0.027224556915768316,0.04969852,0.001096291,0.001279006,0.004385164,0.026310981,0.000182715,0.032888726,0.073634204,0.019733236,0.026676411474511236,0.019733236,0.013155490590169926,0.008587612,0.005298739,0.000548145,0.003654303,[],,
Dickens,PickwickPapers,PickwickPapers,1837,25,"CHAPTER XXV. SHOWING, AMONG A VARIETY OF PLEASANT MATTERS, HOW MAJESTIC",303,9203,6762,30.372937293729372,577.3493666198303,577.3493666198303,4.387163561076605,5.843005885,0.2394,77.3472,69.03781085860588,6.949490854,8.673411388,0.9999,0.136,0.788,0.076,1558,,455,731,417,264,750,1786,36,729,214,1378,2,,264,36,686,7,1,731,440,10,5,81,988,613,1,184,15,0,485,194,360,5,4,35,179,1,248,519,116,150,170,94,42,50,0,48,,0.067287785,0.10810411120970127,0.061668146,0.039041704,0.11091393078970718,0.2641230405205561,0.005323869,0.10780834072759539,0.031647442,0.20378586217095535,0.00029577,,0.039041704,0.005323869,0.10144927536231885,0.001035197,0.000147885,0.10810411120970127,0.065069506,0.001478852,0.000739426,0.011978704525288377,0.1461106181603076,0.090653653,0.000147885,0.027210884353741496,0.002218279,0,0.071724342,0.028689736764270925,0.053238687,0.000739426,0.000591541,0.005175983,0.026471458148476783,0.000147885,0.03667554,0.07675244,0.017154688,0.022182786157941437,0.025140490979000295,0.013901212658976633,0.00621118,0.007394262,0,0.007098492,[],,
Dickens,PickwickPapers,PickwickPapers,1837,26,CHAPTER XXVI. WHICH CONTAINS A BRIEF ACCOUNT OF THE PROGRESS OF THE,93,3177,2325,34.16129032258065,908.8234477974333,908.8234477974333,4.363010752688172,5.671233946120938,0.3247,87.8742,70.46033834586467,6.9095154553049305,8.224651671987715,0.9996,0.116,0.833,0.051,729,,154,278,139,98,212,602,14,232,91,502,3,,98,14,195,7,3,278,143,5,6,36,300,222,3,77,3,0,165,58,120,6,0,13,78,0,107,167,46,64,46,36,7,9,0,13,,0.066236559,0.11956989247311828,0.059784946,0.042150537634408604,0.091182796,0.2589247311827957,0.006021505,0.099784946,0.039139785,0.21591397849462365,0.001290323,,0.042150537634408604,0.006021505,0.083870968,0.003010753,0.001290323,0.11956989247311828,0.061505376344086024,0.002150538,0.002580645,0.015483870967741935,0.12903225806451613,0.095483871,0.001290323,0.033118279569892474,0.001290323,0,0.070967742,0.024946236559139787,0.051612903,0.002580645,0,0.005591398,0.033548387,0,0.046021505376344085,0.071827957,0.019784946,0.027526881720430108,0.019784946,0.015483870967741935,0.003010753,0.003870968,0,0.005591398,[],,
Dickens,PickwickPapers,PickwickPapers,1837,27,"CHAPTER XXVII. SAMUEL WELLER MAKES A PILGRIMAGE TO DORKING, AND BEHOLDS",134,4795,3561,35.78358208955224,607.7815214969926,607.7815214969926,4.1943274361134515,5.578075095256808,0.3055,86.2528,68.60168257503649,7.821025610155271,8.408101788814857,0.9996,0.095,0.852,0.053,1040,,280,446,213,138,411,902,10,367,100,693,1,,138,10,390,4,1,446,264,8,8,25,561,231,3,107,3,0,248,97,192,2,7,24,76,0,106,274,61,75,79,73,14,22,0,12,,0.078629598,0.12524571749508565,0.059814659,0.038753159224936815,0.11541701769165964,0.2532996349340073,0.0028082,0.10306093793878124,0.028081999,0.1946082561078349,0.00028082,,0.038753159224936815,0.0028082,0.10951979780960404,0.00112328,0.00028082,0.12524571749508565,0.074136479,0.00224656,0.00224656,0.0070205,0.15754001684919966,0.064869419,0.00084246,0.030047739,0.00084246,0,0.069643359,0.027239539,0.053917439,0.00056164,0.00196574,0.00673968,0.02134232,0,0.029766919404661613,0.076944678,0.017130019657399607,0.0210615,0.02218478,0.02049986,0.00393148,0.00617804,0,0.00336984,[],,
Dickens,PickwickPapers,PickwickPapers,1837,28,"CHAPTER XXVIII. A GOOD-HUMOURED CHRISTMAS CHAPTER, CONTAINING AN ACCOUNT",247,10888,8677,44.08097165991903,1220.3497188939339,1220.3497188939339,4.285467327,5.1635239633499275,0.2388,80.9145,65.41867063089197,9.651853226976076,8.814013840677804,1,0.159,0.791,0.05,1908,,786,1077,530,459,1174,2146,44,696,240,1525,0,,459,44,1041,32,0,1077,752,14,20,63,1361,409,4,372,25,0,480,172,468,14,6,70,170,0,239,521,144,206,195,157,76,43,1,42,,0.090584303,0.12412124005992854,0.061081018785294455,0.052898467212170106,0.135300219,0.24732050247781492,0.005070877,0.080212055,0.027659329261265415,0.17575198801429065,0,,0.052898467212170106,0.005070877,0.11997234067073874,0.003687911,0,0.12412124005992854,0.086665898,0.001613461,0.002304944,0.007260574,0.15685144635242596,0.047136106949406474,0.000460989,0.042871960354961394,0.00288118,0,0.055318659,0.019822519,0.053935692059467556,0.001613461,0.000691483,0.008067304,0.019592024893396336,0,0.027544082056010142,0.060043793937997005,0.016595598,0.023740924,0.022473205024778148,0.018093811,0.008758788,0.00495563,0.000115247,0.004840383,[],,
Dickens,PickwickPapers,PickwickPapers,1837,29,CHAPTER XXIX. THE STORY OF THE GOBLINS WHO STOLE A SEXTON,121,5015,4123,41.446280991735534,876.1479407144321,876.1479407144321,4.349502789231142,4.896280980043155,0.2927,77.8545,58.76811495978417,12.840783109341668,8.376384348808891,0.9996,0.132,0.77,0.098,1117,,302,552,230,224,580,1007,29,374,111,713,1,,224,29,530,4,0,552,279,10,13,27,689,131,1,186,14,0,215,127,202,6,8,31,80,1,86,352,75,108,42,23,32,31,1,14,,0.073247635,0.13388309483385885,0.055784622847441186,0.054329372,0.14067426631093863,0.24423963133640553,0.007033713,0.090710648,0.026922144,0.17293233082706766,0.000242542,,0.054329372,0.007033713,0.12854717438758187,0.000970167,0,0.13388309483385885,0.067669173,0.002425418,0.003153044,0.00654863,0.16711132670385642,0.031772981,0.000242542,0.045112781954887216,0.003395586,0,0.052146495,0.030802813,0.048993451,0.001455251,0.001940335,0.007518797,0.019403347077370847,0.000242542,0.020858598,0.085374727,0.018190638,0.026194519,0.010186757215619695,0.005578462,0.007761339,0.007518797,0.000242542,0.003395586,[],,
Dickens,PickwickPapers,PickwickPapers,1837,30,CHAPTER XXX. HOW THE PICKWICKIANS MADE AND CULTIVATED THE ACQUAINTANCE,175,5506,4105,31.462857142857143,707.4257632653062,707.4257632653062,4.444336175395859,5.8420294314440815,0.2996,87.1139,67.84457595575181,7.153312485,8.568169131429974,0.9998,0.109,0.837,0.054,1203,,292,490,251,179,452,1170,20,352,115,783,1,,179,20,405,10,0,490,277,6,9,33,578,449,0,143,6,0,232,102,221,5,5,32,83,1,115,324,91,93,89,38,31,18,0,20,,0.071132765,0.11936662606577345,0.061144945,0.043605359,0.11010962241169306,0.2850182704019488,0.004872107,0.085749086,0.028014616321559074,0.1907429963459196,0.000243605,,0.043605359,0.004872107,0.098660171,0.002436054,0,0.11936662606577345,0.067478685,0.001461632,0.002192448,0.008038977,0.14080389768574908,0.10937880633373934,0,0.034835566382460416,0.001461632,0,0.056516443,0.024847747,0.053836784,0.001218027,0.001218027,0.007795371,0.020219244823386114,0.000243605,0.028014616321559074,0.078928136,0.022168087697929353,0.022655298416565165,0.021680876979293544,0.009257004,0.007551766,0.004384896,0,0.004872107,[],,
Dickens,PickwickPapers,PickwickPapers,1837,31,"CHAPTER XXXI. WHICH IS ALL ABOUT THE LAW, AND SUNDRY GREAT AUTHORITIES",216,7829,5904,36.245370370370374,956.2314600480108,956.2314600480108,4.35399729,5.832341745250109,0.2637,86.5959,67.42908588454716,7.991066885017208,8.706792949,0.9999,0.11,0.832,0.058,1468,,425,727,346,226,645,1535,29,613,161,1192,5,,226,29,573,13,3,727,408,9,8,55,888,436,0,211,12,0,407,171,304,10,6,27,134,2,180,413,109,151,165,119,47,32,3,26,,0.071985095,0.12313685636856368,0.058604336,0.038279133,0.1092479674796748,0.2599932249322493,0.004911924,0.1038279132791328,0.027269647696476964,0.2018970189701897,0.000846883,,0.038279133,0.004911924,0.097052846,0.002201897,0.00050813,0.12313685636856368,0.069105691,0.00152439,0.001355014,0.009315718,0.15040650406504066,0.073848238,0,0.035738482,0.00203252,0,0.068936314,0.028963414634146343,0.051490514905149054,0.001693767,0.00101626,0.004573171,0.022696476964769646,0.000338753,0.030487805,0.069952575,0.018462059620596206,0.025575881,0.027947154471544715,0.020155827,0.007960705,0.005420054,0.00050813,0.004403794,[],,
Dickens,PickwickPapers,PickwickPapers,1837,32,"CHAPTER XXXII. DESCRIBES, FAR MORE FULLY THAN THE COURT NEWSMAN EVER",193,6890,5278,35.69948186528497,944.2205696797229,944.2205696797229,4.352027283061766,5.886307940142334,0.2694,81.2192,66.47161856219998,8.054084604030674,8.600149859633596,0.9995,0.104,0.815,0.08,1372,,397,633,276,155,698,1394,19,475,171,1059,1,,155,19,634,19,1,633,374,14,9,53,818,405,0,171,9,0,336,104,244,6,4,24,147,0,182,387,87,152,129,69,36,34,1,22,,0.075217886,0.11993179234558544,0.052292535,0.029367184539598332,0.13224706328154603,0.2641151951496779,0.003599848,0.089996211,0.032398636,0.2006441834028041,0.000189466,,0.029367184539598332,0.003599848,0.12012125805229254,0.003599848,0.000189466,0.11993179234558544,0.070860174,0.00265252,0.001705191,0.010041682,0.15498294808639637,0.076733611,0,0.032398636,0.001705191,0,0.063660477,0.019704433497536946,0.046229632436528986,0.001136794,0.000757863,0.004547177,0.027851458885941646,0,0.034482758620689655,0.073323228,0.016483516483516484,0.028798787419477074,0.024441076165214095,0.013073133762788935,0.006820765,0.006441834,0.000189466,0.004168246,[],,
Dickens,PickwickPapers,PickwickPapers,1837,33,CHAPTER XXXIII. MR. WELLER THE ELDER DELIVERS SOME CRITICAL SENTIMENTS,201,8171,6156,40.65174129353234,1122.6249845300858,1122.6249845300858,4.331871345029239,5.928035549399816,0.2792,90.549,64.33206054737174,8.950718469393745,8.785866517418018,0.9999,0.114,0.834,0.051,1692,,482,719,335,258,760,1711,26,526,181,1156,2,,258,26,697,16,2,719,467,10,5,50,999,509,2,201,5,0,354,136,311,7,6,33,148,0,184,401,126,149,131,115,42,35,1,11,,0.078297596,0.11679662118258609,0.054418453541260556,0.041910331,0.12345679012345678,0.27794022092267706,0.004223522,0.085445094,0.029402209,0.18778427550357374,0.000324886,,0.041910331,0.004223522,0.11322287199480181,0.00259909,0.000324886,0.11679662118258609,0.075860949,0.001624431,0.000812216,0.008122157,0.16228070175438597,0.082683561,0.000324886,0.032651072124756333,0.000812216,0,0.057504873294346975,0.022092267706302793,0.050519818,0.001137102,0.000974659,0.005360624,0.024041585445094216,0,0.029889538661468484,0.065139701,0.020467836,0.024204029,0.021280051981806367,0.018680961663417803,0.006822612,0.00568551,0.000162443,0.001786875,[],,
Dickens,PickwickPapers,PickwickPapers,1837,34,CHAPTER XXXIV. IS WHOLLY DEVOTED TO A FULL AND FAITHFUL REPORT OF THE,300,11916,9116,39.72,1279.4216,1279.4216,4.462483545414655,6.054209014099585,0.2056,79.9591,65.64450459737951,8.156694208234711,8.709086072277078,1,0.111,0.834,0.055,1755,,615,1154,535,378,1058,2373,54,913,253,1779,4,,378,54,974,11,3,1154,576,22,17,108,1318,736,2,317,9,0,606,234,466,11,13,41,212,1,312,632,147,246,216,118,64,66,7,45,,0.0674638,0.1265906099166301,0.058688021,0.041465555068012284,0.11605967529618254,0.2603115401491882,0.005923651,0.10015357612988153,0.027753400614304518,0.19515138218516892,0.000438789,,0.041465555068012284,0.005923651,0.10684510750329092,0.00120667,0.000329092,0.1265906099166301,0.063185608,0.002413339,0.001864853,0.011847301,0.1445809565598947,0.080737165,0.000219394,0.034774024,0.000987275,0,0.066476525,0.025669153137340937,0.051118911803422554,0.00120667,0.001426064,0.004497587,0.023255813953488372,0.000109697,0.034225538,0.069328653,0.016125493637560332,0.026985519964896884,0.023694603,0.012944273804300131,0.007020623,0.007240018,0.000767881,0.004936376,[],,
Dickens,PickwickPapers,PickwickPapers,1837,35,CHAPTER XXXV. IN WHICH MR. PICKWICK THINKS HE HAD BETTER GO TO BATH; AND,277,7535,5706,27.20216606498195,616.3056992792816,616.3056992792816,4.430073606729758,5.853242090621307,0.2799,83.6229,67.76127350427353,7.396393162393164,8.767826698,1,0.149,0.793,0.059,1532,,438,658,334,247,706,1509,35,538,161,1077,3,,247,35,641,14,2,658,408,10,20,58,853,440,5,211,7,0,360,136,298,7,7,36,125,1,172,412,109,146,113,67,44,42,0,22,,0.076761304,0.11531720995443392,0.058534876,0.043287767,0.12372940764107956,0.2644584647739222,0.006133894,0.094286716,0.028215913,0.18874868559411145,0.000525762,,0.043287767,0.006133894,0.1123378899404136,0.002453558,0.000350508,0.11531720995443392,0.07150368,0.001752541,0.003505082,0.010164738871363477,0.14949176305643183,0.077111812,0.000876271,0.036978619,0.001226779,0,0.063091483,0.023834560112162635,0.052225727,0.001226779,0.001226779,0.006309148,0.021906764808973012,0.000175254,0.030143708377146864,0.072204697,0.019102698913424466,0.025587101296880476,0.019803715387311602,0.011742025937609533,0.007711181,0.007360673,0,0.003855591,[],,
Dickens,PickwickPapers,PickwickPapers,1837,36,CHAPTER XXXVI. THE CHIEF FEATURES OF WHICH WILL BE FOUND TO BE AN,170,5514,4496,32.43529411764706,605.4105190311418,605.4105190311418,4.341414590747331,5.181701201779992,0.3065,83.9728,66.37459220541477,9.293847283692728,8.591815152,0.9997,0.115,0.813,0.072,1321,,338,603,259,211,594,1099,27,397,148,820,0,,211,27,531,25,0,603,322,9,7,35,734,190,0,175,9,0,238,129,223,6,5,37,111,0,132,344,87,108,60,54,29,27,3,25,,0.075177936,0.13411921708185054,0.057606762,0.046930605,0.13211743772241993,0.24443950177935944,0.006005338,0.088300712,0.032918149,0.18238434163701067,0,,0.046930605,0.006005338,0.1181049822064057,0.005560498,0,0.13411921708185054,0.071619217,0.002001779,0.00155694,0.007784698,0.1632562277580071,0.042259786,0,0.038923487544483985,0.002001779,0,0.052935943060498224,0.028692171,0.049599644,0.00133452,0.0011121,0.008229537,0.024688612,0,0.029359430604982206,0.076512456,0.019350534,0.024021352,0.013345195729537367,0.012010676,0.006450178,0.006005338,0.00066726,0.005560498,[],,
Dickens,PickwickPapers,PickwickPapers,1837,37,"CHAPTER XXXVII. HONOURABLY ACCOUNTS FOR MR. WELLER’S ABSENCE, BY",186,6596,4899,35.46236559139785,650.5066481674181,650.5066481674181,4.228822208614003,5.760051092905431,0.2607,88.3593,72.11909375487808,6.8872767858214985,8.503404970963878,0.9999,0.124,0.824,0.052,1226,,382,603,297,157,575,1237,23,477,140,1006,2,,157,23,529,9,2,603,367,9,6,62,755,352,1,129,4,0,361,98,264,6,10,30,110,0,180,380,71,126,120,67,33,18,0,17,,0.077975097,0.12308634415186773,0.060624617,0.032047357,0.11737089201877934,0.2525005103082262,0.004694836,0.09736681,0.028577260665441927,0.20534803,0.000408247,,0.032047357,0.004694836,0.107981221,0.00183711,0.000408247,0.12308634415186773,0.074913248,0.00183711,0.00122474,0.012655644008981426,0.15411308430291895,0.071851398,0.000204123,0.026331904470300063,0.000816493,0,0.073688508,0.020004082,0.053888549,0.00122474,0.002041233,0.006123699,0.022453561951418656,0,0.036742192,0.07756685,0.014492753623188406,0.025719534598897736,0.024494795,0.013676260461318637,0.006736069,0.003674219,0,0.003470096,[],,
Dickens,PickwickPapers,PickwickPapers,1837,38,"CHAPTER XXXVIII. HOW MR. WINKLE, WHEN HE STEPPED OUT OF THE FRYING-PAN,",223,6731,5187,30.183856502242154,893.1455689838924,893.1455689838924,4.387892809,6.037701883246919,0.2865,96.2398,66.07202851,7.897891692221915,8.668289988257065,0.9999,0.123,0.812,0.065,1407,,389,626,310,191,594,1322,18,517,170,1048,2,,191,18,537,13,1,626,370,9,10,57,793,401,3,125,13,0,350,131,280,8,4,34,136,1,181,376,112,149,113,60,31,36,0,18,,0.07499518,0.120686331,0.059764797,0.036822826,0.11451706188548294,0.2548679390784654,0.003470214,0.099672258,0.032774243,0.2020435704646231,0.000385579,,0.036822826,0.003470214,0.10352805089647195,0.002506266,0.00019279,0.120686331,0.071332177,0.001735107,0.001927897,0.010989011,0.15288220551378445,0.077308656,0.000578369,0.024098708309234624,0.002506266,0,0.067476383,0.025255446308077887,0.053981107,0.001542317,0.000771159,0.006554849,0.026219395,0.00019279,0.03489493,0.072488915,0.021592442645074223,0.028725660304607673,0.021785232,0.01156738,0.00597648,0.006940428,0,0.003470214,[],,
Dickens,PickwickPapers,PickwickPapers,1837,39,"CHAPTER XXXIX. MR. SAMUEL WELLER, BEING INTRUSTED WITH A MISSION OF",219,7536,5817,34.41095890410959,687.8037155188591,687.8037155188591,4.336943441636582,5.679489574418479,0.2549,102.647,67.16859243138916,8.105315556,8.711142069088089,1,0.136,0.806,0.058,1407,,466,726,409,192,642,1409,28,569,196,1176,4,,192,28,575,13,3,726,425,21,20,69,855,408,0,146,6,0,398,145,373,5,4,41,155,1,224,441,120,140,106,76,48,26,0,27,,0.080110022,0.12480660134089737,0.070311157,0.033006704,0.11036616812790098,0.2422210761560942,0.004813478,0.097816744,0.033694344,0.20216606498194944,0.00068764,,0.033006704,0.004813478,0.098848204,0.002234829,0.00051573,0.12480660134089737,0.073061716,0.003610108,0.003438198,0.011861784,0.14698298091799897,0.070139247,0,0.025098848203541343,0.00103146,0,0.068420148,0.024926938284339006,0.0641224,0.00085955,0.00068764,0.007048307,0.026646037476362384,0.00017191,0.038507822,0.075812274,0.020629190304280558,0.024067388688327317,0.018222451435447824,0.013065153859377687,0.008251676,0.004469658,0,0.004641568,[],,
Dickens,PickwickPapers,PickwickPapers,1837,40,CHAPTER XL. INTRODUCES MR. PICKWICK TO A NEW AND NOT UNINTERESTING SCENE,189,6204,4883,32.82539682539682,540.1123708742755,540.1123708742755,4.304935490477166,5.4009729786359815,0.2695,84.5578,69.00824810408552,7.945375912486437,8.518297814579515,0.999,0.092,0.837,0.07,1234,,335,647,260,174,667,1192,36,458,149,965,0,,174,36,602,12,0,647,320,8,7,46,777,267,1,147,17,0,296,116,234,1,5,27,122,0,153,374,119,148,95,30,36,44,2,20,,0.068605366,0.13250051198033996,0.053245955,0.035633832,0.13659635469997952,0.24411222609051814,0.007372517,0.093794798,0.030514028261314767,0.19762441122260904,0,,0.035633832,0.007372517,0.12328486586115094,0.002457506,0,0.13250051198033996,0.065533484,0.001638337,0.001433545,0.009420438,0.15912348965799714,0.054679500307188204,0.000204792,0.030104443989350808,0.003481466,0,0.060618472,0.023755888,0.04792136,0.000204792,0.001023961,0.005529388,0.024984640589801353,0,0.031333197,0.076592259,0.024370264181855415,0.030309236125332786,0.019455252918287938,0.006143764,0.007372517,0.009010854,0.000409584,0.004095843,[],,
Dickens,PickwickPapers,PickwickPapers,1837,41,CHAPTER XLI. WHAT BEFELL MR. PICKWICK WHEN HE GOT INTO THE FLEET; WHAT,172,6528,5058,37.95348837209303,750.0210924824229,750.0210924824229,4.3113879003558715,5.706714918335212,0.2855,86.9186,66.03897274932756,8.802772928164647,8.660293932844201,0.9998,0.108,0.819,0.072,1390,,397,672,314,198,642,1239,26,461,142,963,4,,198,26,573,16,3,672,382,11,4,46,811,253,0,175,7,0,344,90,283,8,6,24,118,1,174,324,107,124,109,79,46,24,3,17,,0.078489522,0.132858837,0.062079873,0.039145907,0.1269276393831554,0.24495848161328587,0.005140372,0.091142744,0.028074338,0.1903914590747331,0.000790826,,0.039145907,0.005140372,0.1132858837485172,0.003163306,0.00059312,0.132858837,0.075523922,0.002174773,0.000790826,0.009094504,0.16034005535784895,0.050019771,0,0.034598655595096874,0.001383946,0,0.068011072,0.017793594306049824,0.055950969,0.001581653,0.00118624,0.004744958,0.023329379,0.000197707,0.034400949,0.06405694,0.021154606563859233,0.024515618821668642,0.02155002,0.015618821668643732,0.009094504,0.004744958,0.00059312,0.003361012,[],,
Dickens,PickwickPapers,PickwickPapers,1837,42,"CHAPTER XLII. ILLUSTRATIVE, LIKE THE PRECEDING ONE, OF THE OLD PROVERB,",228,7112,5401,31.19298245614035,693.9101261926747,693.9101261926747,4.405110165,5.869953519617099,0.2885,107.2401,68.48685443064113,7.414251074,8.760733809038033,0.9996,0.099,0.83,0.071,1496,,418,685,300,184,661,1352,35,523,168,1075,0,,184,35,584,22,0,685,404,6,8,56,829,335,0,188,5,1,338,142,267,8,4,32,135,0,183,348,128,157,127,76,50,40,3,21,,0.077393075,0.1268283651175708,0.055545269,0.034067765,0.1223847435660063,0.25032401407146826,0.006480281,0.09683392,0.031105350860951675,0.19903721533049434,0,,0.034067765,0.006480281,0.10812812442140345,0.00407332,0,0.1268283651175708,0.074800963,0.001110905,0.001481207,0.010368450286983891,0.15349009442695796,0.062025551,0,0.034808369,0.000925754,0.000185151,0.062581004,0.026291427513423442,0.04943529,0.001481207,0.000740604,0.005924829,0.024995371227550453,0,0.033882614,0.064432512,0.023699314941677468,0.029068691,0.023514164,0.014071468246620996,0.009257545,0.007406036,0.000555453,0.003888169,[],,
